id,city_id:id,name,ext
city_LN_dl_7,city_LN_2,普兰店区,210214000000
city_LN_dl_8,city_LN_2,长海县,210224000000
city_LN_dl_9,city_LN_2,瓦房店市,210281000000
city_LN_dl_10,city_LN_2,庄河市,210283000000
city_LN_as_1,city_LN_3,铁东区,210302000000
city_LN_as_2,city_LN_3,铁西区,210303000000
city_LN_as_3,city_LN_3,立山区,210304000000
city_LN_as_4,city_LN_3,千山区,210311000000
city_LN_as_5,city_LN_3,台安县,210321000000
city_LN_as_6,city_LN_3,岫岩满族自治县,210323000000
city_LN_as_7,city_LN_3,海城市,210381000000
city_LN_fs_1,city_LN_4,新抚区,210402000000
city_LN_fs_2,city_LN_4,东洲区,210403000000
city_LN_fs_3,city_LN_4,望花区,210404000000
